,Cluster,x,y
950,4,841289,701474
951,4,832054,751330
952,4,786032,701427
953,4,824835,704997
954,4,832886,781206
955,4,818063,797960
956,4,857620,709386
957,4,828589,652430
958,4,836727,737798
959,4,776000,780347
960,4,824098,714042
961,4,830583,710990
962,4,862189,735684
963,4,815131,704478
964,4,828478,655405
965,4,784838,771499
966,4,880362,706363
967,4,767482,727417
968,4,825070,734215
969,4,813781,738344
970,4,840863,737972
971,4,840943,739611
972,4,828276,762021
973,4,822883,728314
974,4,854886,769396
975,4,829623,732301
976,4,835428,731189
977,4,818338,800932
978,4,823417,701523
979,4,812152,689907
980,4,829969,699565
981,4,861563,661642
982,4,816955,747629
983,4,774526,757135
984,4,803577,712231
985,4,798056,714380
986,4,881789,727577
987,4,858867,700187
988,4,834996,728517
989,4,839121,736259
990,4,841045,738224
991,4,840100,728839
992,4,874544,686096
993,4,862334,747768
994,4,820253,714625
995,4,817862,732248
996,4,844729,682981
997,4,846484,719360
998,4,793669,724513
999,4,821906,732848
1000,4,826465,646980
1001,4,820350,748217
1002,4,814540,707227
1003,4,838223,766380
1004,4,869471,745767
1005,4,816054,733183
1006,4,801177,737548
1007,4,848783,748980
1008,4,814105,723255
1009,4,838036,749612
1010,4,840270,725456
1011,4,789601,714058
1012,4,827169,708345
1013,4,789448,738035
1014,4,835030,668528
1015,4,848151,741869
1016,4,816091,747764
1017,4,801511,761094
1018,4,822670,689090
1019,4,873672,734440
1020,4,808153,737136
1021,4,755829,751858
1022,4,814697,729209
1023,4,832758,707452
1024,4,848264,762550
1025,4,799903,784535
1026,4,802674,727804
1027,4,828147,808738
1028,4,820707,705318
1029,4,824594,741664
1030,4,804474,747122
1031,4,823108,733302
1032,4,839514,728923
1033,4,827711,732798
1034,4,851644,721350
1035,4,816390,711340
1036,4,798007,723995
1037,4,790612,738038
1038,4,821909,728448
1039,4,865754,723314
1040,0,735295,814058
1041,4,877711,703850
1042,4,792990,685472
1043,4,809917,762429
1044,4,789388,712210
1045,4,879221,655497
1046,4,876935,684572
1047,4,819439,735945
1048,4,807929,730950
1049,4,850451,764015
1050,4,811748,766105
1051,4,824765,761114
1052,4,848586,789052
1053,4,812231,739235
1054,4,873532,712802
1055,4,842590,716861
1056,4,832798,734777
1057,4,817640,730018
1058,4,824322,744720
1059,4,777697,798253
1060,4,868493,677155
1061,4,805658,698630
1062,4,840349,790707
1063,4,796953,726378
1064,4,832589,782799
1065,4,817441,709397
1066,4,856029,730586
1067,4,805089,762512
1068,4,854628,773470
1069,4,846090,651306
1070,4,796943,674692
1071,4,827192,785316
1072,4,818209,719382
1073,4,795200,786424
1074,4,817777,724927
1075,4,846512,683647
1076,4,825080,746712
1077,4,824674,806300
1078,4,822616,735941
1079,4,805391,732659
1080,4,823250,732088
1081,4,850376,739749
1082,4,821337,733356
1083,4,796786,724615
1084,4,862425,741010
1085,4,825690,703854
1086,4,800872,672603
1087,4,825395,715780
1088,4,843911,730036
1089,4,820238,732928
1090,4,848570,703697
1091,4,825515,738284
1092,4,820367,732364
1093,4,822025,749214
1094,4,837718,761480
1095,4,871723,685520
1096,4,850904,720163
1097,4,816775,739989
1098,4,822103,732911
1099,4,815455,755486
1100,4,835648,756631
1101,4,868626,737331
1102,4,825997,730652
1103,4,817252,730254
1104,4,877906,722361
1105,4,808440,729985
1106,4,791470,751113
1107,4,841654,764836
1108,4,825429,732758
1109,0,751215,828365
1110,4,804706,788001
1111,4,820194,734233
1112,4,869991,705259
1113,4,809779,663654
1114,4,822078,711840
1115,4,866139,717138
1116,4,829379,718721
1117,4,837582,763266
1118,4,783999,732487
1119,4,800231,732106
1120,4,862569,719773
1121,4,838764,652792
1122,4,849343,713993
1123,4,828297,715480
1124,4,821259,750089
1125,4,874643,729921
1126,4,819058,729125
1127,4,817018,729596
1128,4,797804,715342
1129,4,838515,768484
1130,4,829398,724900
1131,4,754841,796342
1132,4,878690,739021
1133,4,821908,732077
1134,4,786495,759000
1135,4,823987,687499
1136,4,787988,741203
1137,4,839339,726322
1138,4,822425,727248
1139,4,854412,725575
1140,4,788351,737539
1141,4,838587,700545
1142,4,840425,762290
1143,4,817395,734126
1144,4,807913,737341
1145,4,872285,750708
1146,4,788166,702817
1147,4,836225,709204
1148,4,822293,786837
1149,4,888892,702505
1150,4,822623,745025
1151,4,795124,696429
1152,4,832238,725434
1153,4,815593,689874
1154,4,843572,784897
1155,4,833716,758772
1156,4,822474,780882
1157,4,801102,759330
1158,4,841752,731595
1159,4,808779,732990
1160,4,822533,758955
1161,4,817807,715863
1162,4,837977,728814
1163,4,801204,755177
1164,4,819628,810748
1165,4,814732,734183
1166,4,832086,716249
1167,4,876503,659112
1168,4,823856,749355
1169,4,819737,737829
1170,4,818756,743887
1171,4,811971,664520
1172,4,801526,705057
1173,4,827031,734324
1174,4,843891,721571
1175,4,810460,735109
1176,4,782368,759352
1177,4,801172,715857
1178,4,866928,716961
1179,4,829673,730398
1180,4,850888,736810
1181,4,786935,732999
1182,4,769656,721159
1183,4,804925,735492
1184,4,870054,738900
1185,4,818932,728481
1186,4,853692,746285
1187,4,807072,687932
1188,4,750459,800215
1189,4,823959,737866
1190,4,835804,710711
1191,4,790206,747165
1192,4,813092,739043
1193,4,801810,728106
1194,4,825404,733788
1195,4,820947,730529
1196,4,827081,694553
1197,4,822664,720677
1198,4,768565,762193
1199,4,823113,733720
1200,4,821079,800206
1201,4,828531,731300
1202,4,820757,738235
1203,4,781260,737962
1204,4,819438,662327
1205,4,833504,744564
1206,4,789552,731946
1207,4,822843,763117
1208,4,775555,719683
1209,4,865084,713697
1210,4,820455,729132
1211,4,849547,738979
1212,4,762269,792243
1213,4,821464,700760
1214,4,824013,753991
1215,4,803369,698753
1216,4,823589,728083
1217,4,796353,710294
1218,4,820083,728310
1219,4,829133,735488
1220,4,823455,747394
1221,4,818542,740451
1222,4,809623,734937
1223,4,841762,777572
1224,4,802184,751958
1225,4,803874,675499
1226,4,830065,739162
1227,4,824140,729074
1228,4,852730,769968
1229,4,866760,753547
1230,4,811031,703822
1231,4,825414,734466
1232,4,816615,770855
1233,4,786227,765634
1234,4,817269,733788
1235,4,809453,736879
1236,4,757421,774445
1237,4,818251,731938
1238,4,788020,765562
1239,4,823618,734216
1240,4,812295,728049
1241,4,837545,696979
1242,4,797918,694723
1243,4,822224,742716
1244,4,821895,732158
1245,4,797233,713358
1246,4,800258,733812
1247,4,813319,737376
1248,10,860951,162251
1249,10,860387,157731
1250,10,857363,154639
1251,10,863391,126214
1252,10,839094,159543
1253,10,849248,164090
1254,10,875990,133950
1255,10,905936,150106
1256,10,895835,123485
1257,10,818079,108536
1258,10,898976,198452
1259,10,869087,153957
1260,10,849653,143827
1261,10,834293,161575
1262,10,844234,153197
1263,10,835128,212354
1264,10,828179,155649
1265,10,875410,128878
1266,10,850965,156224
1267,10,800816,176612
1268,10,832621,150748
1269,10,876863,176593
1270,10,826192,172906
1271,10,862679,188399
1272,10,839974,154358
1273,10,854338,135067
1274,10,855233,141357
1275,10,850538,160159
1276,10,868442,160118
1277,10,888714,205560
1278,10,864185,161232
1279,10,851280,156049
1280,10,875825,204959
1281,10,840375,155757
1282,10,892340,149050
1283,10,873527,126426
1284,10,836433,200181
1285,10,826499,142732
1286,10,854922,159650
1287,10,883537,210648
1288,10,807420,168787
1289,10,840299,118907
1290,10,834602,213597
1291,10,864053,139325
1292,10,856454,117143
1293,10,857972,160214
1294,10,850046,108829
1295,10,804936,148980
1296,10,864374,150149
1297,10,858587,150101
1298,10,870247,121460
1299,10,855656,162100
1300,10,850176,127908
1301,10,850057,157848
1302,10,828005,145089
1303,10,861994,160156
1304,10,849537,157510
1305,10,867125,168762
1306,10,838142,156770
1307,10,847644,164348
1308,10,856349,158150
1309,10,860606,152843
1310,10,869288,168662
1311,10,838328,185708
1312,10,860986,140320
1313,10,829229,143653
1314,10,866051,172932
1315,10,871556,194747
1316,10,865489,161762
1317,10,851840,110475
1318,10,846256,154064
1319,10,836081,178429
1320,10,859707,202806
1321,10,849938,156042
1322,10,894124,202052
1323,10,864325,170593
1324,10,848108,161786
1325,10,817619,181929
1326,10,858058,196183
1327,10,861242,161722
1328,10,885793,172115
1329,10,850577,157049
1330,10,877125,161227
1331,10,883864,111281
1332,10,891699,170415
1333,10,802394,87835
1334,10,862759,157988
1335,10,824185,167369
1336,10,813124,157130
1337,10,840335,164912
1338,10,858042,178196
1339,10,846257,145306
1340,10,858516,151301
1341,10,851282,153750
1342,10,905005,164126
1343,10,857309,139276
1344,10,845589,192916
1345,10,895245,150977
1346,10,863995,150435
1347,10,862642,159379
1348,10,861631,169376
1349,10,858934,162874
1350,10,912023,160368
1351,10,842824,177832
1352,10,824560,133679
1353,10,842281,175525
1354,10,860845,155375
1355,10,841096,188742
1356,10,821428,153468
1357,10,840357,169437
1358,10,827802,189078
1359,10,844734,164570
1360,10,847812,114745
